,Brand,Year,Horsepower,Engine Cylinders,Number of Doors,Price
9113,Kia,2001,125.0,4.0,4.0,13420
9114,Toyota,2015,381.0,8.0,4.0,64320
9115,Toyota,2015,381.0,8.0,4.0,47620
9116,Toyota,2015,381.0,8.0,4.0,56580
9117,Toyota,2015,381.0,8.0,4.0,61095
9118,Toyota,2015,381.0,8.0,4.0,47620
9119,Toyota,2015,381.0,8.0,4.0,53355
9120,Toyota,2015,381.0,8.0,4.0,56580
9121,Toyota,2015,381.0,8.0,4.0,64320
9122,Toyota,2015,381.0,8.0,4.0,44395
9123,Toyota,2016,381.0,8.0,4.0,61855
9124,Toyota,2016,381.0,8.0,4.0,57340
9125,Toyota,2016,381.0,8.0,4.0,45325
9126,Toyota,2016,381.0,8.0,4.0,65080
9127,Toyota,2016,381.0,8.0,4.0,65080
9128,Toyota,2016,381.0,8.0,4.0,57340
9129,Toyota,2016,381.0,8.0,4.0,48550
9130,Toyota,2016,381.0,8.0,4.0,54115
9131,Toyota,2016,381.0,8.0,4.0,48550
9132,Toyota,2017,381.0,8.0,4.0,48685
9133,Toyota,2017,381.0,8.0,4.0,65215
9134,Toyota,2017,381.0,8.0,4.0,45460
9135,Toyota,2017,381.0,8.0,4.0,57475
9136,Toyota,2017,381.0,8.0,4.0,57475
9137,Toyota,2017,381.0,8.0,4.0,54250
9138,Toyota,2017,381.0,8.0,4.0,48685
9139,Toyota,2017,381.0,8.0,4.0,65215
9140,Toyota,2017,381.0,8.0,4.0,61990
9141,Cadillac,2002,275.0,8.0,4.0,44399
9142,Cadillac,2002,300.0,8.0,4.0,49705
9143,Cadillac,2003,300.0,8.0,4.0,51650
9144,Cadillac,2003,275.0,8.0,4.0,45535
9145,Cadillac,2004,275.0,8.0,4.0,45975
9146,Dodge,1992,93.0,4.0,2.0,2000
9147,Dodge,1992,100.0,4.0,2.0,2000
9148,Dodge,1992,152.0,4.0,4.0,2000
9150,Dodge,1992,93.0,4.0,4.0,2000
9151,Dodge,1992,152.0,4.0,2.0,2000
9153,Dodge,1992,100.0,4.0,4.0,2000
9154,Dodge,1992,152.0,4.0,2.0,2000
9157,Dodge,1992,100.0,4.0,2.0,2000
9158,Dodge,1993,93.0,4.0,2.0,2000
9159,Dodge,1993,93.0,4.0,4.0,2000
9160,Dodge,1993,100.0,4.0,2.0,2000
9161,Dodge,1993,100.0,4.0,2.0,2000
9162,Dodge,1993,100.0,4.0,4.0,2000
9164,Dodge,1994,100.0,4.0,2.0,2000
9165,Dodge,1994,93.0,4.0,2.0,2000
9166,Dodge,1994,93.0,4.0,4.0,2000
9167,Dodge,1994,100.0,4.0,4.0,2000
9179,Suzuki,1996,120.0,4.0,4.0,2000
9180,Suzuki,1996,95.0,4.0,4.0,2000
9181,Suzuki,1996,95.0,4.0,2.0,2000
9182,Suzuki,1996,95.0,4.0,2.0,2000
9183,Suzuki,1996,95.0,4.0,4.0,2000
9185,Suzuki,1997,95.0,4.0,4.0,2000
9186,Suzuki,1997,120.0,4.0,4.0,2000
9187,Suzuki,1997,95.0,4.0,4.0,2000
9188,Suzuki,1997,120.0,4.0,4.0,2002
9189,Suzuki,1997,95.0,4.0,2.0,2000
9190,Suzuki,1997,120.0,4.0,4.0,2000
9191,Suzuki,1997,95.0,4.0,2.0,2000
9192,Suzuki,1998,95.0,4.0,2.0,2000
9193,Suzuki,1998,95.0,4.0,4.0,2000
9194,Suzuki,1998,95.0,4.0,4.0,2107
9195,Suzuki,1998,120.0,4.0,4.0,2125
9196,Suzuki,1998,120.0,4.0,4.0,2078
9198,Suzuki,1998,95.0,4.0,4.0,2019
9199,Suzuki,1998,95.0,4.0,2.0,2000
9200,Suzuki,1998,120.0,4.0,4.0,2027
9201,Suzuki,1998,120.0,4.0,4.0,2153
9202,Toyota,2015,266.0,6.0,4.0,42880
9203,Toyota,2015,266.0,6.0,4.0,37400
9204,Toyota,2015,266.0,6.0,4.0,40655
9205,Toyota,2015,266.0,6.0,4.0,37445
9206,Toyota,2015,266.0,6.0,4.0,35200
9207,Toyota,2015,266.0,6.0,4.0,41035
9208,Toyota,2015,266.0,6.0,4.0,35000
9209,Toyota,2015,266.0,6.0,4.0,33960
9210,Toyota,2015,266.0,6.0,4.0,46250
9211,Toyota,2015,266.0,6.0,4.0,41750
9212,Toyota,2015,266.0,6.0,4.0,28700
9213,Toyota,2015,266.0,6.0,4.0,45120
9214,Toyota,2015,266.0,6.0,4.0,31630
9215,Toyota,2015,266.0,6.0,4.0,31430
9216,Toyota,2015,266.0,6.0,4.0,38455
9217,Toyota,2015,266.0,6.0,4.0,39780
9218,Toyota,2015,266.0,6.0,4.0,26595
9219,Toyota,2016,266.0,6.0,4.0,34180
9220,Toyota,2016,266.0,6.0,4.0,38605
9221,Toyota,2016,266.0,6.0,4.0,35410
9222,Toyota,2016,266.0,6.0,4.0,31840
9223,Toyota,2016,266.0,6.0,4.0,37620
9224,Toyota,2016,266.0,6.0,4.0,31640
9225,Toyota,2016,266.0,6.0,4.0,41245
9226,Toyota,2016,266.0,6.0,4.0,40815
9227,Toyota,2016,266.0,6.0,4.0,28850
9228,Toyota,2016,266.0,6.0,4.0,41900
9229,Toyota,2016,266.0,6.0,4.0,43040
9230,Toyota,2016,266.0,6.0,4.0,39930
9231,Toyota,2016,266.0,6.0,4.0,46410
9232,Toyota,2016,266.0,6.0,4.0,37655
9233,Toyota,2016,266.0,6.0,4.0,35210
9234,Toyota,2016,266.0,6.0,4.0,45270
9235,Toyota,2016,266.0,6.0,4.0,26745
9236,Toyota,2017,296.0,6.0,4.0,29750
9237,Toyota,2017,296.0,6.0,4.0,32740
9238,Toyota,2017,296.0,6.0,4.0,35080
9239,Toyota,2017,296.0,6.0,4.0,43940
9240,Toyota,2017,296.0,6.0,4.0,42800
9241,Toyota,2017,296.0,6.0,4.0,41715
9242,Toyota,2017,296.0,6.0,4.0,38555
9243,Toyota,2017,296.0,6.0,4.0,32540
9244,Toyota,2017,296.0,6.0,4.0,42145
9245,Toyota,2017,296.0,6.0,4.0,39505
9246,Toyota,2017,296.0,6.0,4.0,36310
9247,Toyota,2017,296.0,6.0,4.0,36110
9248,Toyota,2017,296.0,6.0,4.0,40830
9249,Toyota,2017,296.0,6.0,4.0,27645
9250,Toyota,2017,296.0,6.0,4.0,38520
9251,Toyota,2017,296.0,6.0,4.0,46170
9252,Toyota,2017,296.0,6.0,4.0,47310
9253,GMC,2007,295.0,8.0,4.0,30930
9254,GMC,2007,295.0,8.0,4.0,24515
9255,GMC,2007,295.0,8.0,4.0,30550
9256,GMC,2007,295.0,8.0,4.0,33935
9257,GMC,2007,310.0,8.0,4.0,32025
9258,GMC,2007,295.0,8.0,4.0,31735
9259,GMC,2007,195.0,6.0,2.0,20310
9260,GMC,2007,285.0,8.0,2.0,23850
9261,GMC,2007,295.0,8.0,4.0,29355
9262,GMC,2007,195.0,6.0,2.0,20960
9263,GMC,2007,295.0,8.0,4.0,31965
9264,GMC,2007,295.0,8.0,4.0,27730
9265,GMC,2007,285.0,8.0,4.0,25215
9266,GMC,2007,195.0,6.0,2.0,15840
9267,GMC,2007,295.0,8.0,4.0,27060
9268,GMC,2007,295.0,8.0,4.0,32690
9269,GMC,2007,285.0,8.0,4.0,29380
9270,GMC,2007,285.0,8.0,4.0,26820
9271,GMC,2007,295.0,8.0,4.0,30825
9272,GMC,2007,195.0,6.0,4.0,21465
9273,GMC,2007,295.0,8.0,4.0,28790
9274,GMC,2007,285.0,8.0,4.0,26555
9275,GMC,2007,295.0,8.0,4.0,28915
9276,GMC,2007,295.0,8.0,4.0,30675
9277,GMC,2007,195.0,6.0,2.0,16115
9278,GMC,2007,285.0,8.0,2.0,27850
9279,GMC,2007,295.0,8.0,4.0,29065
9280,GMC,2007,295.0,8.0,4.0,35520
9281,GMC,2007,285.0,8.0,2.0,24140
9282,GMC,2007,285.0,8.0,4.0,25325
9283,GMC,2007,295.0,8.0,4.0,30255
9284,GMC,2007,295.0,8.0,4.0,29015
9285,GMC,2007,295.0,8.0,4.0,33755
9286,GMC,2007,195.0,6.0,2.0,20715
9287,GMC,2007,295.0,8.0,4.0,33495
9288,GMC,2007,285.0,8.0,4.0,27580
9289,GMC,2007,195.0,6.0,2.0,20750
9290,GMC,2007,285.0,8.0,4.0,25845
9291,GMC,2007,285.0,8.0,4.0,28845
9292,GMC,2007,295.0,8.0,4.0,27430
9293,GMC,2007,295.0,8.0,4.0,31115
9294,GMC,2007,310.0,8.0,4.0,33785
9295,GMC,2007,295.0,8.0,4.0,26245
9296,GMC,2007,285.0,8.0,4.0,30340
9297,GMC,2007,285.0,8.0,2.0,27560
9298,GMC,2007,285.0,8.0,2.0,26295
9299,GMC,2007,285.0,8.0,2.0,25850
9300,GMC,2007,345.0,8.0,4.0,39125
9301,GMC,2007,295.0,8.0,4.0,32170
9302,GMC,2011,332.0,8.0,4.0,45425
9303,GMC,2011,332.0,8.0,4.0,48575
9304,GMC,2011,332.0,8.0,4.0,39095
9305,GMC,2011,332.0,8.0,4.0,42245
9306,GMC,2012,332.0,8.0,4.0,46790
9307,GMC,2012,332.0,8.0,4.0,40010
9308,GMC,2012,332.0,8.0,4.0,43210
9309,GMC,2012,332.0,8.0,4.0,49990
9310,GMC,2013,332.0,8.0,4.0,51935
9311,GMC,2013,332.0,8.0,4.0,48335
9312,GMC,2013,332.0,8.0,4.0,41555
9313,GMC,2013,332.0,8.0,4.0,45155
9314,GMC,2015,355.0,8.0,4.0,43360
9315,GMC,2015,285.0,6.0,4.0,38540
9316,GMC,2015,355.0,8.0,4.0,49965
9317,GMC,2015,285.0,6.0,4.0,36200
9318,GMC,2015,285.0,6.0,4.0,38840
9319,GMC,2015,285.0,6.0,4.0,42635
9320,GMC,2015,355.0,8.0,4.0,43660
9321,GMC,2015,285.0,6.0,2.0,30610
9322,GMC,2015,285.0,6.0,4.0,35390
9323,GMC,2015,355.0,8.0,4.0,46510
9324,GMC,2015,355.0,8.0,4.0,53115
9325,GMC,2015,285.0,6.0,4.0,40045
9326,GMC,2015,285.0,6.0,2.0,27060
9327,GMC,2015,285.0,6.0,2.0,26670
9328,GMC,2015,285.0,6.0,4.0,38665
9329,GMC,2015,285.0,6.0,4.0,30695
9330,GMC,2015,285.0,6.0,4.0,38965
9331,GMC,2015,285.0,6.0,2.0,37800
9332,GMC,2015,285.0,6.0,4.0,42935
9333,GMC,2015,285.0,6.0,2.0,33595
9334,GMC,2015,285.0,6.0,4.0,34675
9335,GMC,2015,355.0,8.0,4.0,40900
9336,GMC,2015,355.0,8.0,4.0,44150
9337,GMC,2015,285.0,6.0,4.0,35690
9338,GMC,2015,355.0,8.0,4.0,46810
9339,GMC,2015,285.0,6.0,2.0,30910
9340,GMC,2015,285.0,6.0,2.0,37500
9341,GMC,2015,355.0,8.0,4.0,52815
9342,GMC,2015,355.0,8.0,4.0,49665
9343,GMC,2015,285.0,6.0,2.0,33720
9344,GMC,2016,355.0,8.0,4.0,54240
9345,GMC,2016,285.0,6.0,4.0,36230
9346,GMC,2016,355.0,8.0,4.0,47570
9347,GMC,2016,285.0,6.0,2.0,34590
9348,GMC,2016,355.0,8.0,4.0,51390
9349,GMC,2016,355.0,8.0,4.0,44910
9350,GMC,2016,285.0,6.0,2.0,34465
9351,GMC,2016,285.0,6.0,2.0,27715
9352,GMC,2016,285.0,6.0,4.0,43505
9353,GMC,2016,355.0,8.0,4.0,47270
9354,GMC,2016,355.0,8.0,4.0,41660
9355,GMC,2016,285.0,6.0,4.0,39380
9356,GMC,2016,285.0,6.0,2.0,31955
9357,GMC,2016,355.0,8.0,4.0,44900
9358,GMC,2016,285.0,6.0,4.0,39535
9359,GMC,2016,285.0,6.0,2.0,28105
9360,GMC,2016,285.0,6.0,4.0,37070
9361,GMC,2016,355.0,8.0,4.0,40930
9362,GMC,2016,355.0,8.0,4.0,54540
9363,GMC,2016,355.0,8.0,4.0,44420
9364,GMC,2016,285.0,6.0,4.0,31390
9365,GMC,2016,285.0,6.0,4.0,40915
9366,GMC,2016,355.0,8.0,4.0,40775
9367,GMC,2016,285.0,6.0,2.0,31655
9368,GMC,2016,355.0,8.0,4.0,51090
9369,GMC,2016,285.0,6.0,2.0,38370
9370,GMC,2016,285.0,6.0,2.0,38670
9371,GMC,2016,285.0,6.0,4.0,35370
9372,GMC,2016,355.0,8.0,4.0,37625
9373,GMC,2016,355.0,8.0,4.0,44120
9374,GMC,2017,355.0,8.0,4.0,44840
9375,GMC,2017,355.0,8.0,4.0,52155
9376,GMC,2017,355.0,8.0,4.0,45330
9377,GMC,2017,285.0,6.0,4.0,32230
9378,GMC,2017,285.0,6.0,2.0,28205
9379,GMC,2017,355.0,8.0,4.0,45390
9380,GMC,2017,285.0,6.0,2.0,39160
9381,GMC,2017,355.0,8.0,4.0,41420
9382,GMC,2017,285.0,6.0,4.0,41405
9383,GMC,2017,355.0,8.0,4.0,44540
9384,GMC,2017,355.0,8.0,4.0,38115
9385,GMC,2017,285.0,6.0,2.0,32145
9386,GMC,2017,285.0,6.0,4.0,43995
9387,GMC,2017,355.0,8.0,4.0,52455
9388,GMC,2017,285.0,6.0,4.0,37560
9389,GMC,2017,355.0,8.0,4.0,47690
9390,GMC,2017,285.0,6.0,2.0,28595
9391,GMC,2017,355.0,8.0,4.0,55605
9392,GMC,2017,285.0,6.0,4.0,36210
9393,GMC,2017,285.0,6.0,2.0,34955
9394,GMC,2017,285.0,6.0,4.0,36720
9395,GMC,2017,285.0,6.0,4.0,40025
9396,GMC,2017,285.0,6.0,2.0,38860
9397,GMC,2017,355.0,8.0,4.0,41265
9398,GMC,2017,355.0,8.0,4.0,55305
9399,GMC,2017,355.0,8.0,4.0,47990
9400,GMC,2017,285.0,6.0,2.0,32445
9401,GMC,2017,355.0,8.0,4.0,42080
9402,GMC,2017,285.0,6.0,4.0,39870
9403,GMC,2017,285.0,6.0,2.0,35080
9404,GMC,2006,300.0,8.0,4.0,34640
9405,GMC,2006,300.0,8.0,4.0,31405
9406,GMC,2006,300.0,8.0,4.0,33330
9407,GMC,2006,300.0,8.0,4.0,36525
9408,GMC,2006,300.0,8.0,4.0,33115
9409,GMC,2006,300.0,8.0,4.0,29745
9410,GMC,2001,325.0,8.0,4.0,38370
9411,GMC,1999,200.0,8.0,3.0,4439
9412,GMC,1999,200.0,8.0,3.0,4827
9413,GMC,1999,200.0,8.0,3.0,4715
9414,GMC,1999,200.0,8.0,3.0,4287
9415,Mitsubishi,1990,142.0,6.0,4.0,2000
9416,Oldsmobile,2002,185.0,6.0,4.0,35970
9417,Oldsmobile,2002,185.0,6.0,4.0,26995
9418,Oldsmobile,2002,185.0,6.0,4.0,33925
9419,Oldsmobile,2002,185.0,6.0,4.0,31355
9420,Oldsmobile,2002,185.0,6.0,4.0,33400
9421,Oldsmobile,2003,185.0,6.0,4.0,33740
9422,Oldsmobile,2003,185.0,6.0,4.0,28040
9423,Oldsmobile,2003,185.0,6.0,4.0,36340
9424,Oldsmobile,2003,185.0,6.0,4.0,31690
9425,Oldsmobile,2003,185.0,6.0,4.0,34290
9426,Oldsmobile,2004,185.0,6.0,4.0,36795
9427,Oldsmobile,2004,185.0,6.0,4.0,34740
9428,Oldsmobile,2004,185.0,6.0,4.0,32125
9429,Oldsmobile,2004,185.0,6.0,4.0,34185
9430,Oldsmobile,2004,185.0,6.0,4.0,28465
9433,Chevrolet,2007,285.0,8.0,2.0,26685
9434,Chevrolet,2007,285.0,8.0,2.0,23350
9435,Chevrolet,2007,295.0,8.0,4.0,26930
9436,Chevrolet,2007,295.0,8.0,4.0,27135
9437,Chevrolet,2007,285.0,8.0,4.0,25845
9438,Chevrolet,2007,295.0,8.0,4.0,31375
9439,Chevrolet,2007,195.0,6.0,2.0,24020
9440,Chevrolet,2007,295.0,8.0,4.0,28515
9441,Chevrolet,2007,295.0,8.0,4.0,31810
9442,Chevrolet,2007,295.0,8.0,4.0,29580
9443,Chevrolet,2007,295.0,8.0,4.0,31465
9444,Chevrolet,2007,195.0,6.0,2.0,20515
9445,Chevrolet,2007,195.0,6.0,2.0,19865
9446,Chevrolet,2007,295.0,8.0,4.0,29380
9447,Chevrolet,2007,285.0,8.0,2.0,26975
9448,Chevrolet,2007,195.0,6.0,4.0,23940
9449,Chevrolet,2007,285.0,8.0,4.0,25960
9450,Chevrolet,2007,295.0,8.0,4.0,30755
9451,Chevrolet,2007,285.0,8.0,4.0,26460
9452,Chevrolet,2007,195.0,6.0,2.0,20075
9453,Chevrolet,2007,295.0,8.0,4.0,32330
9454,Chevrolet,2007,285.0,8.0,4.0,24965
9455,Chevrolet,2007,295.0,8.0,4.0,27060
9456,Chevrolet,2007,295.0,8.0,4.0,24515
9457,Chevrolet,2007,195.0,6.0,2.0,23575
9458,Chevrolet,2007,310.0,8.0,4.0,33425
9459,Chevrolet,2007,295.0,8.0,4.0,33395
9460,Chevrolet,2007,195.0,6.0,2.0,15840
9461,Chevrolet,2007,295.0,8.0,4.0,33135
9462,Chevrolet,2007,285.0,8.0,4.0,28410
9463,Chevrolet,2007,295.0,8.0,4.0,28705
9464,Chevrolet,2007,285.0,8.0,2.0,23640
9465,Chevrolet,2007,195.0,6.0,2.0,16115
9466,Chevrolet,2007,295.0,8.0,4.0,28460
9467,Chevrolet,2007,295.0,8.0,4.0,30570
9468,Chevrolet,2007,295.0,8.0,4.0,25915
9469,Chevrolet,2007,295.0,8.0,4.0,28995
9470,Chevrolet,2007,295.0,8.0,4.0,30315
9471,Chevrolet,2007,295.0,8.0,4.0,30465
9472,Chevrolet,2007,345.0,8.0,4.0,33280
9473,Chevrolet,2007,195.0,6.0,4.0,21465
9474,Chevrolet,2007,310.0,8.0,4.0,31665
9475,Chevrolet,2007,285.0,8.0,4.0,29980
9476,Chevrolet,2007,195.0,6.0,2.0,19620
9477,Chevrolet,2007,295.0,8.0,4.0,33575
9478,Chevrolet,2007,285.0,8.0,4.0,27250
9479,Chevrolet,2007,285.0,8.0,4.0,28485
9480,Chevrolet,2007,295.0,8.0,4.0,35160
9481,Chevrolet,2007,295.0,8.0,4.0,28555
9482,Chevrolet,2011,332.0,8.0,4.0,48205
9483,Chevrolet,2011,332.0,8.0,4.0,45055
9484,Chevrolet,2011,332.0,8.0,4.0,38725
9485,Chevrolet,2011,332.0,8.0,4.0,41875
9486,Chevrolet,2012,332.0,8.0,4.0,42840
9487,Chevrolet,2012,332.0,8.0,4.0,49620
9488,Chevrolet,2012,332.0,8.0,4.0,39640
9489,Chevrolet,2012,332.0,8.0,4.0,46420
9490,Chevrolet,2013,332.0,8.0,4.0,51490
9491,Chevrolet,2013,332.0,8.0,4.0,47915
9492,Chevrolet,2013,332.0,8.0,4.0,41135
9493,Chevrolet,2013,332.0,8.0,4.0,44710
9494,Chevrolet,2015,355.0,8.0,4.0,46110
9495,Chevrolet,2015,285.0,6.0,4.0,35920
9496,Chevrolet,2015,285.0,6.0,2.0,28545
9497,Chevrolet,2015,355.0,8.0,4.0,43450
9498,Chevrolet,2015,285.0,6.0,4.0,37680
9499,Chevrolet,2015,285.0,6.0,2.0,35435
9500,Chevrolet,2015,285.0,6.0,2.0,33340
9501,Chevrolet,2015,285.0,6.0,4.0,42010
9502,Chevrolet,2015,285.0,6.0,4.0,42310
9503,Chevrolet,2015,355.0,8.0,4.0,47875
9504,Chevrolet,2015,355.0,8.0,4.0,42270
9505,Chevrolet,2015,355.0,8.0,4.0,51150
9506,Chevrolet,2015,285.0,6.0,4.0,34110
9507,Chevrolet,2015,285.0,6.0,2.0,35135
9508,Chevrolet,2015,285.0,6.0,2.0,30345
9509,Chevrolet,2015,285.0,6.0,2.0,32095
9510,Chevrolet,2015,285.0,6.0,4.0,30130
9511,Chevrolet,2015,355.0,8.0,4.0,41970
9512,Chevrolet,2015,285.0,6.0,4.0,34530
9513,Chevrolet,2015,355.0,8.0,4.0,45420
9514,Chevrolet,2015,355.0,8.0,4.0,42760
9515,Chevrolet,2015,285.0,6.0,4.0,40620
9516,Chevrolet,2015,285.0,6.0,4.0,36090
9517,Chevrolet,2015,285.0,6.0,2.0,26495
9518,Chevrolet,2015,285.0,6.0,4.0,40320
9519,Chevrolet,2015,285.0,6.0,2.0,31625
9520,Chevrolet,2015,285.0,6.0,2.0,30045
9521,Chevrolet,2015,285.0,6.0,4.0,37730
9522,Chevrolet,2015,285.0,6.0,4.0,34230
9523,Chevrolet,2015,355.0,8.0,4.0,45810
9524,Chevrolet,2015,285.0,6.0,4.0,38635
9525,Chevrolet,2015,355.0,8.0,4.0,50850
9526,Chevrolet,2015,285.0,6.0,4.0,39420
9527,Chevrolet,2015,285.0,6.0,4.0,37380
9528,Chevrolet,2015,355.0,8.0,4.0,40100
9529,Chevrolet,2015,355.0,8.0,4.0,42560
9530,Chevrolet,2015,355.0,8.0,4.0,42860
9531,Chevrolet,2015,355.0,8.0,4.0,45120
9532,Chevrolet,2015,355.0,8.0,4.0,47575
9533,Chevrolet,2015,285.0,6.0,4.0,31940
9534,Chevrolet,2015,285.0,6.0,4.0,38335
9535,Chevrolet,2015,285.0,6.0,4.0,35870
9536,Chevrolet,2015,285.0,6.0,2.0,28155
9537,Chevrolet,2015,285.0,6.0,2.0,36825
9538,Chevrolet,2015,285.0,6.0,2.0,26105
9539,Chevrolet,2015,285.0,6.0,2.0,37125
9540,Chevrolet,2015,285.0,6.0,2.0,33215
9541,Chevrolet,2015,355.0,8.0,4.0,39510
9542,Chevrolet,2015,285.0,6.0,4.0,36390
9543,Chevrolet,2015,285.0,6.0,4.0,36745
9544,Chevrolet,2015,285.0,6.0,4.0,34280
9545,Chevrolet,2015,285.0,6.0,2.0,32395
9546,Chevrolet,2015,285.0,6.0,2.0,31750
9547,Chevrolet,2015,285.0,6.0,4.0,37045
9548,Chevrolet,2015,285.0,6.0,4.0,39540
9549,Chevrolet,2015,285.0,6.0,4.0,39240
9550,Chevrolet,2016,285.0,6.0,4.0,35825
9551,Chevrolet,2016,355.0,8.0,4.0,39685
9552,Chevrolet,2016,285.0,6.0,2.0,31035
9553,Chevrolet,2016,285.0,6.0,4.0,32870
9554,Chevrolet,2016,285.0,6.0,4.0,43775
9555,Chevrolet,2016,285.0,6.0,4.0,35545
9556,Chevrolet,2016,285.0,6.0,4.0,36935
9557,Chevrolet,2016,285.0,6.0,2.0,38590
9558,Chevrolet,2016,355.0,8.0,4.0,41250
9559,Chevrolet,2016,285.0,6.0,4.0,31120
9560,Chevrolet,2016,355.0,8.0,4.0,47135
9561,Chevrolet,2016,355.0,8.0,4.0,48500
9562,Chevrolet,2016,355.0,8.0,4.0,44475
9563,Chevrolet,2016,285.0,6.0,2.0,33170
9564,Chevrolet,2016,355.0,8.0,4.0,46835
9565,Chevrolet,2016,285.0,6.0,2.0,33060
9566,Chevrolet,2016,355.0,8.0,4.0,53315
9567,Chevrolet,2016,285.0,6.0,4.0,38290
9568,Chevrolet,2016,285.0,6.0,2.0,31335
9569,Chevrolet,2016,285.0,6.0,2.0,33295
9570,Chevrolet,2016,355.0,8.0,4.0,38740
9571,Chevrolet,2016,285.0,6.0,4.0,41185
9572,Chevrolet,2016,355.0,8.0,4.0,43710
9573,Chevrolet,2016,285.0,6.0,2.0,27485
9574,Chevrolet,2016,285.0,6.0,2.0,36980
9575,Chevrolet,2016,355.0,8.0,4.0,44010
9576,Chevrolet,2016,285.0,6.0,2.0,33360
9577,Chevrolet,2016,355.0,8.0,4.0,45640
9578,Chevrolet,2016,355.0,8.0,4.0,45170
9579,Chevrolet,2016,285.0,6.0,4.0,35100
9580,Chevrolet,2016,285.0,6.0,4.0,39275
9581,Chevrolet,2016,355.0,8.0,4.0,49740
9582,Chevrolet,2016,355.0,8.0,4.0,50040
9583,Chevrolet,2016,285.0,6.0,2.0,29510
9584,Chevrolet,2016,285.0,6.0,4.0,36850
9585,Chevrolet,2016,355.0,8.0,4.0,48200
9586,Chevrolet,2016,285.0,6.0,2.0,38890
9587,Chevrolet,2016,285.0,6.0,4.0,38695
9588,Chevrolet,2016,355.0,8.0,4.0,40090
9589,Chevrolet,2016,355.0,8.0,4.0,41890
9590,Chevrolet,2016,355.0,8.0,4.0,43260
9591,Chevrolet,2016,285.0,6.0,4.0,41865
9592,Chevrolet,2016,355.0,8.0,4.0,53015
9593,Chevrolet,2016,285.0,6.0,2.0,36680
9594,Chevrolet,2016,355.0,8.0,4.0,36940
9595,Chevrolet,2016,285.0,6.0,4.0,32955
9596,Chevrolet,2016,285.0,6.0,2.0,29120
9597,Chevrolet,2016,285.0,6.0,4.0,37345
9598,Chevrolet,2016,285.0,6.0,2.0,27095
9599,Chevrolet,2016,285.0,6.0,4.0,40495
9600,Chevrolet,2017,285.0,6.0,4.0,36035
9601,Chevrolet,2017,285.0,6.0,4.0,37835
9602,Chevrolet,2017,355.0,8.0,4.0,39230
9603,Chevrolet,2017,285.0,6.0,4.0,38980
9604,Chevrolet,2017,285.0,6.0,4.0,36515
9605,Chevrolet,2017,355.0,8.0,4.0,43950
9606,Chevrolet,2017,285.0,6.0,2.0,31525
9607,Chevrolet,2017,285.0,6.0,2.0,33850
9608,Chevrolet,2017,355.0,8.0,4.0,44350
9609,Chevrolet,2017,355.0,8.0,4.0,47175
9610,Chevrolet,2017,285.0,6.0,4.0,44465
9611,Chevrolet,2017,285.0,6.0,4.0,42075
9612,Chevrolet,2017,355.0,8.0,4.0,47475
9613,Chevrolet,2017,355.0,8.0,4.0,46180
9614,Chevrolet,2017,285.0,6.0,2.0,33550
9615,Chevrolet,2017,285.0,6.0,4.0,39965
9616,Chevrolet,2017,285.0,6.0,4.0,35590
9617,Chevrolet,2017,285.0,6.0,2.0,27975
9618,Chevrolet,2017,355.0,8.0,4.0,41590
9619,Chevrolet,2017,355.0,8.0,4.0,44050
9620,Chevrolet,2017,285.0,6.0,2.0,37370
9621,Chevrolet,2017,355.0,8.0,4.0,54925
9622,Chevrolet,2017,285.0,6.0,2.0,27585
9623,Chevrolet,2017,285.0,6.0,2.0,33860
9624,Chevrolet,2017,285.0,6.0,4.0,33445
9625,Chevrolet,2017,355.0,8.0,4.0,48740
9626,Chevrolet,2017,355.0,8.0,4.0,45860
9627,Chevrolet,2017,355.0,8.0,4.0,40375
9628,Chevrolet,2017,355.0,8.0,4.0,54625
9629,Chevrolet,2017,355.0,8.0,4.0,42380
9630,Chevrolet,2017,285.0,6.0,2.0,29610
9631,Chevrolet,2017,355.0,8.0,4.0,51350
9632,Chevrolet,2017,285.0,6.0,2.0,30000
9633,Chevrolet,2017,355.0,8.0,4.0,37430
9634,Chevrolet,2017,285.0,6.0,4.0,40985
9635,Chevrolet,2017,285.0,6.0,4.0,39185
9636,Chevrolet,2017,285.0,6.0,2.0,37670
9637,Chevrolet,2017,355.0,8.0,4.0,44815
9638,Chevrolet,2017,285.0,6.0,2.0,31825
9639,Chevrolet,2017,285.0,6.0,4.0,37425
9640,Chevrolet,2017,355.0,8.0,4.0,51650
9641,Chevrolet,2017,355.0,8.0,4.0,49040
9642,Chevrolet,2017,285.0,6.0,4.0,37340
9643,Chevrolet,2017,285.0,6.0,2.0,39280
9644,Chevrolet,2017,285.0,6.0,2.0,33985
9645,Chevrolet,2017,355.0,8.0,4.0,40580
9646,Chevrolet,2017,285.0,6.0,4.0,31610
9647,Chevrolet,2017,285.0,6.0,2.0,39580
9648,Chevrolet,2017,285.0,6.0,4.0,42555
9649,Chevrolet,2017,285.0,6.0,4.0,33360
9650,Cadillac,1993,200.0,8.0,4.0,2000
9651,Buick,1996,150.0,4.0,2.0,2000
9652,Buick,1996,155.0,4.0,4.0,2000
9654,Buick,1997,155.0,6.0,4.0,2000
9655,Buick,1997,155.0,6.0,2.0,2000
9656,Buick,1997,150.0,4.0,2.0,2000
9657,Buick,1997,150.0,4.0,4.0,2000
